planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_radius_earth,planet_mass_earth,planet_mass_jupiter,sy_dist
OGLE-TR-182 b,1,Transit,2007,Published Confirmed,0,3.9791,0.051,12.666,320.995,1.01,2501.75
OGLE-TR-211 b,1,Transit,2007,Published Confirmed,0,3.67724,0.051,15.244,327.351,1.03,1515.26
OGLE-TR-56 b,1,Transit,2002,Published Confirmed,0,1.2119189,0.02383,15.278,441.77,1.39,
OGLE2-TR-L9 b,1,Transit,2008,Published Confirmed,0,2.4855335,0.0308,18.046,1430.175,4.5,1627.63
Oph 11 b,1,Imaging,2006,Published Confirmed,0,7300000.0,243.0,,4449.62,14.0,
PDS 70 b,1,Imaging,2018,Published Confirmed,0,,20.8,21.96960217,1017.0509024,3.2,113.064
PDS 70 c,1,Imaging,2019,Published Confirmed,0,,34.3,22.19378179,2383.7130525,7.5,113.064
PH1 b,1,Transit,2012,Published Confirmed,0,138.317,0.652,6.18,169.0,0.531,1033.16
PH2 b,1,Transit,2013,Published Confirmed,0,282.52542,0.833,9.33708092,87.08498352,0.274,343.863
POTS-1 b,1,Transit,2013,Published Confirmed,0,3.1606296,0.03734,10.548,734.16,2.31,747.959
PSR B0329+54 b,1,Pulsar Timing,2017,Published Confirmed,0,10140.0,10.26,,1.97,0.00619828,
PSR B1257+12 b,1,Pulsar Timing,1994,Published Confirmed,0,25.262,0.19,,0.02,6.293e-05,600.0
PSR B1257+12 c,1,Pulsar Timing,1992,Published Confirmed,0,66.5419,0.36,,4.3,0.01352925,600.0
PSR B1257+12 d,1,Pulsar Timing,1992,Published Confirmed,0,98.2114,0.46,,3.9,0.01227071,600.0
PSR B1620-26 b,1,Pulsar Timing,2003,Published Confirmed,0,,23.0,,794.575,2.5,
PSR J1719-1438 b,1,Pulsar Timing,2011,Published Confirmed,0,0.090706293,0.0044,,382.8,1.2,1200.0
PSR J2322-2650 b,1,Pulsar Timing,2017,Published Confirmed,0,0.322963997,0.0102,,252.643067,0.7949,230.0
PZ Tel b,1,Imaging,2023,Published Confirmed,0,44000.0,27.0,,8581.366989,27.0,47.0648
Pr0201 b,1,Radial Velocity,2012,Published Confirmed,0,4.4264,0.06,,171.6282,0.54,180.64
Pr0211 b,1,Radial Velocity,2012,Published Confirmed,0,2.1461,0.03176,,597.5204,1.88,182.714
Pr0211 c,1,Radial Velocity,2016,Published Confirmed,0,4850.0,5.5,,2475.8957,7.79,182.714
Proxima Cen b,1,Radial Velocity,2016,Published Confirmed,0,11.18465,0.04848,,1.055,0.0033194,1.30119
Proxima Cen d,1,Radial Velocity,2025,Published Confirmed,0,5.12338,0.02881,,0.26,0.00081805,1.30119
Qatar-1 b,1,Transit,2010,Published Confirmed,0,1.4200242,0.02332,12.811887,411.27202,1.294,185.615
Qatar-10 b,1,Transit,2019,Published Confirmed,0,1.645321,0.0286,17.295487,233.92288,0.736,559.068
Qatar-2 b,1,Transit,2011,Published Confirmed,0,1.33711647,0.02153,14.056,792.635,2.494,181.374
Qatar-3 b,1,Transit,2017,Published Confirmed,0,2.5079204,0.03783,12.285064,1369.8473,4.31,735.601
Qatar-4 b,1,Transit,2017,Published Confirmed,0,1.8053564,0.02803,12.722215,1938.763,6.1,329.036
Qatar-5 b,1,Transit,2017,Published Confirmed,0,2.8792319,0.04127,12.408363,1373.0256,4.32,367.658
Qatar-6 b,1,Transit,2017,Published Confirmed,0,3.506195,0.0423,11.903958,212.31044,0.668,100.848
Qatar-7 b,1,Transit,2019,Published Confirmed,0,2.032046,0.0352,19.0553,597.5204,1.88,705.981
Qatar-8 b,1,Transit,2019,Published Confirmed,0,3.71495,0.0474,14.403565,117.91493,0.371,281.498
Qatar-9 b,1,Transit,2019,Published Confirmed,0,1.540731,0.0234,11.309881,378.2177,1.19,213.771
ROXs 12 b,1,Imaging,2013,Published Confirmed,0,,210.0,,5085.0,16.0,136.65
ROXs 42 B b,1,Imaging,2013,Published Confirmed,0,,157.0,,2860.0,9.0,143.59
RR Cae b,1,Eclipse Timing Variations,2012,Published Confirmed,1,4343.5,5.3,,1334.886,4.2,21.1916
Ross 128 b,1,Radial Velocity,2017,Published Confirmed,0,9.8658,0.0496,,1.4,0.00440487,3.37454
Ross 176 b,1,Transit,2025,Published Confirmed,0,5.0066338,0.0464,1.84,4.57,0.01437883,46.4488
Ross 458 c,1,Imaging,2010,Published Confirmed,0,,1100.0,14.01125,1906.98,6.0,11.5094
Ross 508 b,1,Radial Velocity,2022,Published Confirmed,0,10.77,0.05366,,4.0,0.01258541,11.2103
SPECULOOS-3 b,1,Transit,2024,Published Confirmed,0,0.71912603,0.00733,0.977,,,
SR 12 AB c,1,Imaging,2010,Published Confirmed,0,,,,4131.62,13.0,
SWEEPS-11 b,1,Transit,2006,Published Confirmed,0,1.796,0.03,12.666,3082.82,9.7,
SWEEPS-4 b,1,Transit,2006,Published Confirmed,0,4.2,0.055,9.079,1207.7,3.8,
TAP 26 b,1,Radial Velocity,2017,Published Confirmed,0,10.79,0.0968,,527.5978,1.66,121.402
TCP J05074264+2447555 b,1,Microlensing,2018,Published Confirmed,0,,0.94,,20.0,0.06292704,505.0
TIC 117642575 b,1,Transit,2026,Published Confirmed,0,4.94459060181,,2.82716337,,,188.758
TIC 139270665 b,1,Transit,2024,Published Confirmed,0,23.624,0.163,7.22979255,147.15455244,0.463,189.875
TIC 139270665 c,1,Radial Velocity,2024,Published Confirmed,0,1010.0,2.0,,1554.18091023,4.89,189.875
TIC 139702105 b,1,Transit,2026,Published Confirmed,0,6.83601903383,,2.45316949,,,91.7884
TIC 142589416 b,1,Transit,2026,Published Confirmed,0,2.09518466313,,2.67899519,,,168.933
TIC 147027702 b,1,Transit,2026,Published Confirmed,0,44.40523,0.274,10.92875618,346.43296363,1.09,457.186
TIC 150070085 b,1,Transit,2026,Published Confirmed,0,10.47423,,3.62,,,204.368
TIC 153919886 b,1,Transit,2026,Published Confirmed,0,2.10510492329,,2.70601108,,,132.33
TIC 154870955 b,1,Transit,2026,Published Confirmed,0,7.9698747128,,3.09467466,,,226.463
TIC 160113658 b,1,Transit,2026,Published Confirmed,0,6.72952262077,,3.49015778,,,200.156
TIC 161045582 b,1,Transit,2026,Published Confirmed,0,8.85577189959,,2.24566738,,,162.246
TIC 172900988 b,1,Transit,2021,Published Confirmed,0,200.452,0.90281,11.25,942.0,2.96386345,250.956
TIC 178172313 b,1,Transit,2026,Published Confirmed,0,4.3731816136,,2.80405322,,,178.137
TIC 183374187 b,1,Transit,2026,Published Confirmed,0,5.05907,,14.03364384,177.98390792,0.56,1208.75
TIC 188624430 b,1,Transit,2026,Published Confirmed,0,6.21860433132,,3.64811843,,,300.743
TIC 18942729 b,1,Transit,2026,Published Confirmed,0,0.99817838064,,2.00021315,,,115.169
TIC 198190129 b,1,Transit,2026,Published Confirmed,0,7.94804910667,,2.92284949,,,130.035
TIC 206466666 b,1,Transit,2026,Published Confirmed,0,9.10486865159,,2.14817673,,,127.837
TIC 231949697 b,1,Transit,2026,Published Confirmed,0,0.90720448719,,1.52831855,,,50.2408
TIC 237913194 b,1,Transit,2020,Published Confirmed,0,15.168865,0.1207,12.520453,617.22586,1.942,306.063
TIC 241249530 b,1,Transit,2024,Published Confirmed,0,165.7719,0.641,13.29385111,1582.78546686,4.98,324.448
TIC 245076932 b,1,Transit,2026,Published Confirmed,0,21.61389,0.157,10.87271128,162.09248757,0.51,303.96
TIC 24750448 b,1,Transit,2026,Published Confirmed,0,3.59159193029,,2.43722231,,,178.146
TIC 24750448 c,1,Transit,2026,Published Confirmed,0,10.14385270726,,3.09028272,,,178.146
TIC 249022743 b,1,Transit,2026,Published Confirmed,0,2.25719681538,,4.79568155,,,396.46
TIC 257060897 b,1,Transit,2021,Published Confirmed,0,3.66003639,0.04922,17.26183028,201.50321004,0.634,505.703
TIC 260969020 b,1,Transit,2026,Published Confirmed,0,8.48584501953,,2.22686612,,,121.222
TIC 270471727 b,1,Transit,2026,Published Confirmed,0,10.45623256647,,2.75029559,,,182.104
TIC 279401253 b,1,Transit,2023,Published Confirmed,0,76.8,0.369,11.2089807,1951.46641898,6.14,285.584
TIC 279401253 c,1,Transit,2023,Published Confirmed,0,155.3,0.591,,2548.98382414,8.02,285.584
TIC 290487717 b,1,Transit,2026,Published Confirmed,0,3.400818229,,6.63777941,,,395.574
TIC 294329732 b,1,Transit,2026,Published Confirmed,0,9.7565876181,,2.07692266,,,189.333
TIC 32032563 b,1,Transit,2026,Published Confirmed,0,13.83460487791,,3.47739942,,,507.858
TIC 320419023 b,1,Transit,2026,Published Confirmed,0,5.26375651589,,2.77280763,,,288.893
TIC 34085383 b,1,Transit,2026,Published Confirmed,0,3.47793368523,,3.91982296,,,149.12
TIC 349520724 b,1,Transit,2026,Published Confirmed,0,7.94044635021,,2.82626313,,,241.105
TIC 356227008 b,1,Transit,2026,Published Confirmed,0,2.96147448702,,2.39024009,,,387.609
TIC 365102760 b,1,Transit,2024,Published Confirmed,0,4.21285367,0.0622,6.21,19.2,0.06040996,555.546
TIC 38825265 b,1,Transit,2026,Published Confirmed,0,3.31336980985,,2.18869476,,,165.638
TIC 38828280 b,1,Transit,2026,Published Confirmed,0,4.85558984762,,2.62701629,,,286.415
TIC 390586021 b,1,Transit,2026,Published Confirmed,0,2.74703755819,,2.86009388,,,114.558
TIC 393818343 b,1,Transit,2024,Published Confirmed,0,16.24921,0.1291,12.18416202,1379.37528638,4.34,93.7345
TIC 423703298 b,1,Transit,2026,Published Confirmed,0,4.03712711976,,2.77230429,,,136.191
TIC 434398831 b,1,Transit,2025,Published Confirmed,0,3.685504,0.04641,3.51,,,217.011
TIC 434398831 c,1,Transit,2025,Published Confirmed,0,6.210291,0.06572,5.63,,,217.011
TIC 437041147 b,1,Transit,2026,Published Confirmed,0,3.82301421497,,2.21526814,,,246.6
TIC 445839811 b,1,Transit,2026,Published Confirmed,0,11.1086260318,,2.47771211,,,235.655
TIC 46432937 b,1,Transit,2024,Published Confirmed,0,1.44044527,0.02065,13.31626907,1017.0509024,3.2,90.5369
TIC 4672985 b,1,Transit,2024,Published Confirmed,0,69.048,0.33,11.5004142,4049.13390518,12.74,253.385
TIC 52059926 b,1,Transit,2026,Published Confirmed,0,175.532,0.553,10.71,5380.0,16.9,216.581
TIC 62895484 b,1,Transit,2026,Published Confirmed,0,2.83985434327,,3.49391667,,,294.857
TIC 65612701 b,1,Transit,2026,Published Confirmed,0,10.22467974953,,5.07802804,,,151.624
TIC 67686059 b,1,Transit,2026,Published Confirmed,0,3.52163529551,,2.59125922,,,249.203
TIC 77319217 b,1,Transit,2026,Published Confirmed,0,7.54830765124,,3.10879526,,,267.62
TIC 77552382 b,1,Transit,2026,Published Confirmed,0,3.51025904942,,5.69176189,,,373.415
TIC 86380416 b,1,Transit,2026,Published Confirmed,0,6.0408643461,,2.4123612,,,244.68
TIC 87422071 b,1,Transit,2026,Published Confirmed,0,11.364929,0.106,10.8615023,409.99864503,1.29,384.758
TIC 88692598 b,1,Transit,2026,Published Confirmed,0,2.64909436758,,1.81295951,,,73.5258
TIC 88785435 b,1,Transit,2025,Published Confirmed,0,10.508843,0.08432,5.03,,,122.386
TIC 9344899 b,1,Transit,2026,Published Confirmed,0,8.5821566,0.0815,9.16,6170.0,19.4,532.228
TOI-1011 b,1,Transit,2025,Published Confirmed,0,2.470498,,1.45,4.04,0.01271126,52.62
TOI-1036 b,1,Transit,2026,Published Confirmed,0,3.77952125496,,6.28499593,,,184.015
TOI-1052 b,1,Transit,2023,Published Confirmed,0,9.139703,0.09103,2.87,16.9,0.05317335,129.804
TOI-1052 c,1,Radial Velocity,2023,Published Confirmed,0,35.806,0.2263,,34.3,0.10791987,129.804
TOI-1054.01,1,Transit,2021,TESS Project Candidate,0,15.5077855,,2.43432,,,88.4343
TOI-1062 b,1,Transit,2021,Published Confirmed,0,4.11296,0.052,2.265,10.15,0.03193547,82.1733
TOI-1062 c,1,Radial Velocity,2021,Published Confirmed,0,7.972,0.08,,9.78,0.03077132,82.1733
TOI-1064 b,1,Transit,2022,Published Confirmed,0,6.443868,0.06152,2.587,13.5,0.04247575,68.0726
TOI-1064 c,1,Transit,2022,Published Confirmed,0,12.226574,0.09429,2.651,2.5,0.00786588,68.0726
TOI-1075 b,1,Transit,2022,Published Confirmed,0,0.6047328,0.01159,1.791,9.95,0.0313062,61.4592
TOI-1080 b,1,Transit,2026,Published Confirmed,0,3.9652482,0.0272,1.2,10.7,0.03366596,25.559
TOI-1105 b,1,Transit,2026,Published Confirmed,0,10.86818410933,,3.05823658,,,79.5225
TOI-1107 b,1,Transit,2022,Published Confirmed,0,4.0782387,0.0561,14.57167491,1064.72516345,3.35,281.314
TOI-1117 b,1,Transit,2025,Published Confirmed,0,2.22816,0.033,2.46,8.9,0.02800253,167.598
TOI-1117 c,1,Radial Velocity,2025,Published Confirmed,0,4.579,0.0534,,8.78,0.02762497,167.598
TOI-1117 d,1,Radial Velocity,2025,Published Confirmed,0,8.665,0.0817,,10.71,0.03369743,167.598
TOI-1130 b,1,Transit,2020,Published Confirmed,0,4.074554,0.0453,3.66,19.8,0.06229777,58.2609
TOI-1130 c,1,Transit,2020,Published Confirmed,0,8.3501898,0.0731,13.0,336.0,1.05717423,58.2609
TOI-1135 b,1,Transit,2024,Published Confirmed,0,8.0277327,0.0815,9.91994792,58.79825529,0.185,114.048
TOI-1136 b,1,Transit,2022,Published Confirmed,0,4.1727,0.05106,,3.5,0.01101223,84.5362
TOI-1136 c,1,Transit,2022,Published Confirmed,0,6.2574,0.0669,,6.32,0.01988494,84.5362
TOI-1136 d,1,Transit,2022,Published Confirmed,0,12.5199,0.1062,,8.35,0.02627204,84.5362
TOI-1136 e,1,Transit,2022,Published Confirmed,0,18.801,,,6.07,0.01909836,84.5362
TOI-1136 f,1,Transit,2022,Published Confirmed,0,26.321,0.174,,9.7,0.03051961,84.5362
TOI-1136 g,1,Transit,2022,Published Confirmed,0,39.545,0.229,,5.6,0.01761957,84.5362
TOI-1173 b,1,Transit,2024,Published Confirmed,0,7.06466,0.0696,9.19,27.4,0.08621004,132.353
TOI-1174 b,1,Transit,2024,Published Confirmed,0,8.953487683,0.07994,2.562,,,94.6375
TOI-1180 b,1,Transit,2024,Published Confirmed,0,9.686760378,0.080799,3.072,,,72.0238
TOI-1181 b,1,Transit,2022,Published Confirmed,0,2.103189,,17.02644168,374.71969185,1.179,302.819
TOI-1184 b,1,Transit,2024,Published Confirmed,0,5.748433803,0.056027,2.39,,,58.5946
TOI-1194 b,1,Transit,2023,Published Confirmed,0,2.3106446,0.034,8.71664516,120.0,0.37756222,149.667
TOI-1199 b,1,Transit,2024,Published Confirmed,0,3.671463,0.04988,10.5140239,75.96098927,0.239,248.427
TOI-1201 b,1,Transit,2021,Published Confirmed,0,2.4919863,0.0287,2.415,6.28,0.01975909,37.8871
TOI-1203 b,1,Radial Velocity,2025,Published Confirmed,0,4.1572888,0.04869,1.52,3.51,0.0110437,64.9943
TOI-1203 c,1,Radial Velocity,2025,Published Confirmed,0,13.0766,,,5.46,0.01717908,64.9943
TOI-1203 e,1,Radial Velocity,2025,Published Confirmed,0,204.59,,,42.1,0.13246141,64.9943
TOI-1203.01,1,Transit,2021,Published Confirmed,0,25.502672,0.1632,2.918,7.39,0.02325154,64.9943
TOI-122 b,1,Transit,2020,Published Confirmed,0,5.07803,0.0392,2.72,,,62.118
TOI-1221 b,1,Transit,2023,Published Confirmed,0,91.68278,0.387,2.91,1112.3994245,3.5,138.411
TOI-1224 b,1,Transit,2024,Published Confirmed,0,4.1782745,0.0355,2.104,,,37.3312
TOI-1224 c,1,Transit,2024,Published Confirmed,0,17.945466,,2.884,,,37.3312
TOI-1226 b,1,Transit,2026,Published Confirmed,0,3.92880881576,,2.4101112,,,257.93
TOI-1227 b,1,Transit,2022,Published Confirmed,0,27.36397,0.0886,9.57246952,,,100.641
TOI-1230.01,1,Transit,2021,TESS Project Candidate,0,25.05713123288,,3.23968384,,,143.138
TOI-1231 b,1,Transit,2021,Published Confirmed,0,24.245586,0.1288,3.65,15.4,0.04845382,27.6227
TOI-1232 b,1,Transit,2026,Published Confirmed,0,14.256,0.117,10.92875618,220.57291446,0.694,328.604
TOI-1232 c,1,Transit Timing Variations,2026,Published Confirmed,0,30.356,0.194,,58.48042689,0.184,328.604
TOI-1233.01,1,Transit,2021,Published Confirmed,0,14.175685,0.1074,2.539,,,64.5978
TOI-1235 b,1,Transit,2020,Published Confirmed,0,3.444714,,1.69,6.69,0.02104909,39.6345
TOI-1238 b,1,Transit,2022,Published Confirmed,0,0.764597,0.0139,1.21,3.76,0.01183028,70.7145
TOI-1238 c,1,Transit,2022,Published Confirmed,0,3.294736,0.037,2.11,8.32,0.02617765,70.7145
TOI-1243 b,1,Transit,2026,Published Confirmed,0,4.6594779,,2.33,7.7,0.02422691,43.1865
TOI-1244 b,1,Transit,2024,Published Confirmed,0,6.400316483,0.060694,2.467,,,102.551
TOI-1246 b,1,Transit,2022,Published Confirmed,0,4.30744,0.049,3.01,8.1,0.02548545,169.422
TOI-1246 c,1,Transit,2022,Published Confirmed,0,5.904137,0.061,2.45109846,9.1,0.0286318,169.422
TOI-1246 d,1,Transit,2022,Published Confirmed,0,18.654874,0.132,3.43139739,5.4,0.0169903,169.422
TOI-1246 e,1,Transit,2022,Published Confirmed,0,37.92548,0.212,3.5141875,14.5,0.0456221,169.422
TOI-1248 b,1,Transit,2024,Published Confirmed,0,4.3601561,0.051,6.8084859,27.4,0.08621004,168.735
TOI-1249 b,1,Transit,2024,Published Confirmed,0,13.079151,0.109,3.2710301,11.9,0.03744159,139.49
TOI-125 b,1,Transit,2019,Published Confirmed,0,4.65382,0.05186,2.726,9.5,0.02989019,111.059
TOI-125 c,1,Transit,2019,Published Confirmed,0,9.15059,0.0814,2.759,6.63,0.02086021,111.059
TOI-125 d,1,Transit,2020,Published Confirmed,0,19.98,0.137,2.93,13.6,0.04279017,111.059
TOI-1259 A b,1,Transit,2021,Published Confirmed,0,3.4779792,0.0408,11.6,141.0,0.44363561,118.106
TOI-1260 b,1,Transit,2021,Published Confirmed,0,3.127463,0.0367,2.41,8.56,0.02693277,73.5977
TOI-1260 c,1,Transit,2021,Published Confirmed,0,7.493134,0.0657,2.76,13.2,0.04153184,73.5977
TOI-1260 d,1,Transit,2022,Published Confirmed,0,16.608164,0.1116,3.12,11.84,0.03725281,73.5977
TOI-1266 b,1,Transit,2020,Published Confirmed,0,10.8945,0.073,2.52,4.46,0.01403273,36.0118
TOI-1266 c,1,Transit,2020,Published Confirmed,0,18.8027,0.105,1.98,3.17,0.00997394,36.0118
TOI-1266 d,1,Transit Timing Variations,2025,Published Confirmed,0,32.509,0.1513,,3.68,0.01157857,36.0118
TOI-1268 b,1,Transit,2022,Published Confirmed,0,8.1577094,0.0711,9.1,96.4,0.30330832,109.557
TOI-1269 b,1,Transit,2024,Published Confirmed,0,4.2529913,0.0496,2.40144286,6.4,0.02013665,172.138
TOI-1269 c,1,Transit,2026,Published Confirmed,0,9.23786144195,,2.22999162,,,172.138
TOI-1272 b,1,Transit,2022,Published Confirmed,0,3.3159765,0.041,4.26,24.1,0.07582708,137.572
TOI-1273 b,1,Transit,2024,Published Confirmed,0,4.631296,0.0549,11.09689089,70.55790635,0.222,177.118
TOI-1278 b,1,Transit,2021,Published Confirmed,0,14.47567,0.095,12.21778896,5879.8255295,18.5,75.5759
TOI-1279 b,1,Transit,2024,Published Confirmed,0,9.61419,0.085,2.66146528,10.6,0.03335133,107.055
TOI-128.01,1,Transit,2024,Published Confirmed,0,4.9404681,0.05381019,2.21898,,,68.4727
TOI-1288 b,1,Transit,2022,Published Confirmed,0,2.6998279,0.0374,4.96846551,44.1,0.13875412,114.865
TOI-1288 c,1,Radial Velocity,2022,Published Confirmed,0,416.0,1.07,,85.7,0.26964235,114.865
TOI-1291 b,1,Transit,2026,Published Confirmed,0,7.1620097551,,5.63826391,,,428.123
TOI-1294 b,1,Transit,2024,Published Confirmed,0,3.915292,0.051,10.12369881,63.9,0.20105188,332.648
TOI-1294 c,1,Radial Velocity,2024,Published Confirmed,0,159.9,0.61,,147.0,0.46251372,332.648
TOI-1295 b,1,Transit,2024,Published Confirmed,0,3.1968838,0.047,15.69257298,451.31633794,1.42,388.227
TOI-1296 b,1,Transit,2021,Published Confirmed,0,3.9443736,0.051,14.11645916,95.3,0.29984733,323.265
TOI-1298 b,1,Transit,2021,Published Confirmed,0,4.537143,0.057,9.65807033,99.0,0.31148883,319.036
TOI-1301.01,1,Transit,2024,Published Confirmed,0,6.096407209,0.059866,2.477,,,90.8693
TOI-132 b,1,Transit,2020,Published Confirmed,0,2.1097019,0.026,3.42,22.4,0.07047793,163.678
TOI-1333 b,1,Transit,2021,Published Confirmed,0,4.720219,0.0626,15.647764,753.2571,2.37,200.492
TOI-1338 b,1,Transit,2020,Published Confirmed,0,95.4001,,7.661,11.3,0.0355,399.017
TOI-1338 c,1,Radial Velocity,2023,Published Confirmed,0,215.79,,,75.4,0.23723493,399.017
TOI-1346 b,1,Transit,2025,Published Confirmed,0,1.7622538,,2.39,,,115.45
TOI-1346 c,1,Transit,2025,Published Confirmed,0,5.502558,,2.23,,,115.45
TOI-1347 b,1,Transit,2024,Published Confirmed,0,0.84742346,,1.8,11.1,0.03492451,147.476
TOI-1347 c,1,Transit,2024,Published Confirmed,0,4.841962,,1.6,6.4,0.02013665,147.476
TOI-1386 b,1,Transit,2024,Published Confirmed,0,25.8401,0.173,6.2163865,45.8,0.14410292,146.858
TOI-1386 c,1,Radial Velocity,2024,Published Confirmed,0,232.0,0.75,,75.2,0.23660566,146.858
TOI-139 b,1,Transit,2023,Published Confirmed,0,11.07085,,2.4566,,,42.4061
TOI-1408 b,1,Transit,2023,Published Confirmed,0,4.42587,0.05778,25.0,593.0,1.86578665,139.484
TOI-1408 c,1,Transit Timing Variations,2024,Published Confirmed,0,2.1664,0.03587,2.22,7.6,0.02391227,139.484
TOI-1410 c,1,Radial Velocity,2024,Published Confirmed,0,47.56,0.239,,27.0,0.0849515,72.7512
TOI-1410.01,1,Transit,2024,Published Confirmed,0,1.21687,0.0207,3.10083009,12.5,0.0393294,72.7512
TOI-1411 b,1,Transit,2022,Published Confirmed,0,1.4520527,0.02122,1.19880592,2.0,0.0062927,32.4778
TOI-1416 b,1,Transit,2023,Published Confirmed,0,1.0697568,0.019,1.62,3.48,0.0109493,55.0135
TOI-1420 b,1,Transit,2023,Published Confirmed,0,6.9561063,0.071,11.89,25.1,0.07897343,201.918
TOI-1422 b,1,Transit,2022,Published Confirmed,0,12.99894,0.107,3.83,9.5,0.02989034,155.141
TOI-1422 c,1,Radial Velocity,2025,Published Confirmed,0,34.5633,0.205,2.61,14.0,0.04404893,155.141
TOI-1431 b,1,Transit,2021,Published Confirmed,0,2.650237,0.046,16.70138124,991.62462984,3.12,148.925
TOI-1437 b,1,Transit,2024,Published Confirmed,0,18.840942,0.14,2.24,9.6,0.03020498,103.297
TOI-1438 b,1,Transit,2025,Published Confirmed,0,5.13967,0.0553,3.04,9.4,0.02957571,110.513
TOI-1438 c,1,Transit,2025,Published Confirmed,0,9.428089,0.083,2.75,10.6,0.03335133,110.513
TOI-1439 b,1,Transit,2024,Published Confirmed,0,27.644,0.192,4.2427861,38.5,0.12113455,230.306
TOI-1442 b,1,Transit,2022,Published Confirmed,0,0.4090677,0.0071,1.17,,,41.1659
TOI-1443 b,1,Transit,2024,Published Confirmed,0,23.540678,0.147,2.30381001,30.0,0.09439056,85.8034
TOI-1444 b,1,Transit,2021,Published Confirmed,0,0.4702743,0.0116,1.41792246,3.58,0.01126394,125.463
TOI-1448 b,1,Transit,2024,Published Confirmed,0,8.112245,0.0567,2.749,19.5,0.06135386,73.3345
TOI-1450 A b,1,Transit,2024,Published Confirmed,0,2.0439274,,1.13,1.258,0.00395811,22.4467
TOI-1450 A c,1,Transit,2024,Published Confirmed,0,5.0688,,,1.527,0.00480448,22.4467
TOI-1451 b,1,Transit,2024,Published Confirmed,0,16.537944,0.127,2.61143902,15.2,0.04782455,91.9362
TOI-1452 b,1,Transit,2022,Published Confirmed,0,11.06201,0.061,1.672,4.82,0.01516542,30.5212
TOI-1453 b,1,Transit,2025,Published Confirmed,0,4.3135225,,1.173,2.32,0.00729954,78.7415
TOI-1453 c,1,Transit,2025,Published Confirmed,0,6.5886982,,2.224,2.95,0.00928174,78.7415
TOI-1466 b,1,Transit,2026,Published Confirmed,0,1.87190602231,,2.46741991,,,86.5783
TOI-1467 b,1,Transit,2024,Published Confirmed,0,5.97114713,0.050748,1.92,,,37.4418
TOI-1468 b,1,Transit,2022,Published Confirmed,0,1.8805201,0.02107,1.401,3.04,0.00956491,24.7399
TOI-1468 c,1,Transit,2022,Published Confirmed,0,15.532477,0.08608,2.126,4.1,0.01290004,24.7399
TOI-1470 b,1,Transit,2023,Published Confirmed,0,2.527093,0.0285,2.18,7.32,0.0230313,51.9503
TOI-1470 c,1,Transit,2023,Published Confirmed,0,18.08816,0.106,2.47,7.24,0.02277959,51.9503
TOI-1472 b,1,Transit,2024,Published Confirmed,0,6.36338574,0.064,4.058,18.05,0.057,121.84
TOI-1472 c,1,Radial Velocity,2025,Published Confirmed,0,15.5381747,0.116,3.334,21.13,0.067,121.84
TOI-1478 b,1,Transit,2021,Published Confirmed,0,10.1802117,0.0818,11.99360935,279.68899816,0.88,152.892
TOI-150.01,1,Transit,2019,Published Confirmed,0,5.857487,0.07037,14.067295,797.7533,2.51,336.267
TOI-1516 b,1,Transit,2022,Published Confirmed,0,2.056014,,15.24421375,1004.33776612,3.16,247.054
TOI-1518 b,1,Transit,2021,Published Confirmed,0,1.90261131,0.03712,21.05046575,581.62598481,1.83,225.888
TOI-1533 b,1,Transit,2026,Published Confirmed,0,3.6457974,0.0445,2.89,28.1,0.08841249,100.051
TOI-1533 c,1,Transit,2026,Published Confirmed,0,8.0637926,0.076,7.5,36.6,0.11515648,100.051
TOI-157 b,1,Transit,2020,Published Confirmed,0,2.0845435,0.03138,14.414774,375.0394,1.18,355.683
TOI-159 b,1,Transit,2026,Published Confirmed,0,3.7628396,0.056,18.18,1110.0,3.49,347.593
TOI-1601 b,1,Transit,2021,Published Confirmed,0,5.33175,0.069,14.19902343,387.0,1.21763817,336.608
TOI-163 b,1,Transit,2019,Published Confirmed,0,4.231306,0.058,16.690201,387.7526,1.22,411.719
TOI-1630.01,1,Transit,2024,Published Confirmed,0,12.055734733,0.101151,2.417,,,66.0929
TOI-1634 b,1,Transit,2021,Published Confirmed,0,0.98934551,0.01544,1.759,4.9,0.01541712,35.2736
TOI-1634 c,1,Radial Velocity,2022,Published Confirmed,0,103.0,,,,,35.2736
TOI-1648 b,1,Transit,2025,Published Confirmed,0,7.331602,0.0694,2.54,7.4,0.0233,69.835
TOI-1659.01,1,Transit,2024,Published Confirmed,0,5.877556328,0.065757,2.255,,,122.494
TOI-1669 b,1,Radial Velocity,2023,Published Confirmed,0,500.0,1.27,,191.0,0.60095321,111.276
TOI-1669 c,1,Transit,2024,Published Confirmed,0,2.6800535,0.0376,2.2963977,13.0,0.04090257,111.276
TOI-1670 b,1,Transit,2022,Published Confirmed,0,10.98462,0.103,2.06,41.31769291,0.13,168.067
TOI-1670 c,1,Transit,2022,Published Confirmed,0,40.74976,0.249,11.06326395,200.23189641,0.63,168.067
TOI-1680 b,1,Transit,2023,Published Confirmed,0,4.8026345,0.03144,1.466,,,37.2209
TOI-1683.01,1,Transit,2024,Published Confirmed,0,3.0575356,0.036507593,2.6382,,,51.1884
TOI-1685 b,1,Transit,2021,Published Confirmed,0,0.66913923,0.01164,1.421,3.07,0.0096593,37.6153
